Date,Close,ticker
2024-08-01,217.62857055664062,AAPL
2024-08-02,219.12353515625,AAPL
2024-08-05,208.5690155029297,AAPL
2024-08-06,206.5358428955078,AAPL
2024-08-07,209.1171875,AAPL
2024-08-08,212.59547424316406,AAPL
2024-08-09,215.51568603515625,AAPL
2024-08-12,217.0522918701172,AAPL
2024-08-13,220.78407287597656,AAPL
2024-08-14,221.23309326171875,AAPL
2024-08-15,224.22650146484375,AAPL
2024-08-16,225.5535888671875,AAPL
2024-08-19,225.39393615722656,AAPL
2024-08-20,226.0125732421875,AAPL
2024-08-21,225.90280151367188,AAPL
2024-08-22,224.03692626953125,AAPL
2024-08-23,226.3418426513672,AAPL
2024-08-26,226.68109130859375,AAPL
2024-08-27,227.5292205810547,AAPL
2024-08-28,225.99261474609375,AAPL
2024-08-29,229.28536987304688,AAPL
2024-08-30,228.49710083007812,AAPL
2024-09-03,222.28077697753906,AAPL
2024-09-04,220.36500549316406,AAPL
2024-09-05,221.89163208007812,AAPL
2024-09-06,220.3350830078125,AAPL
2024-09-09,220.42486572265625,AAPL
2024-09-10,219.6266326904297,AAPL
2024-09-11,222.1710205078125,AAPL
2024-09-12,222.28077697753906,AAPL
2024-09-13,222.01138305664062,AAPL
2024-09-16,215.84495544433594,AAPL
2024-09-17,216.31390380859375,AAPL
2024-09-18,220.20535278320312,AAPL
2024-09-19,228.3673858642578,AAPL
2024-09-20,227.6988525390625,AAPL
2024-09-23,225.97265625,AAPL
2024-09-24,226.8706817626953,AAPL
2024-09-25,225.8728790283203,AAPL
2024-09-26,227.02035522460938,AAPL
2024-09-27,227.2897491455078,AAPL
2024-09-30,232.4883270263672,AAPL
2024-10-01,225.71324157714844,AAPL
2024-10-02,226.281982421875,AAPL
2024-10-03,225.17440795898438,AAPL
2024-10-04,226.30194091796875,AAPL
2024-10-07,221.20315551757812,AAPL
2024-10-08,225.27420043945312,AAPL
2024-10-09,229.03591918945312,AAPL
2024-10-10,228.53701782226562,AAPL
2024-10-11,227.05029296875,AAPL
2024-10-14,230.79205322265625,AAPL
2024-10-15,233.33645629882812,AAPL
2024-10-16,231.27099609375,AAPL
2024-10-17,231.6401824951172,AAPL
2024-10-18,234.48391723632812,AAPL
2024-10-21,235.96067810058594,AAPL
2024-10-22,235.342041015625,AAPL
2024-10-23,230.25323486328125,AAPL
2024-10-24,230.0636749267578,AAPL
2024-10-25,230.9018096923828,AAPL
2024-10-28,232.88743591308594,AAPL
2024-10-29,233.15684509277344,AAPL
2024-10-30,229.5946807861328,AAPL
2024-10-31,225.4138946533203,AAPL
2024-11-01,222.42047119140625,AAPL
2024-11-04,221.52244567871094,AAPL
2024-11-05,222.95928955078125,AAPL
2024-11-06,222.23089599609375,AAPL
2024-11-07,226.98043823242188,AAPL
2024-11-08,226.7107391357422,AAPL
2024-11-11,223.98373413085938,AAPL
2024-11-12,223.98373413085938,AAPL
2024-11-13,224.8727569580078,AAPL
2024-11-14,227.9693603515625,AAPL
2024-11-15,224.7528839111328,AAPL
2024-11-18,227.7695770263672,AAPL
2024-11-19,228.02928161621094,AAPL
2024-11-20,228.7484893798828,AAPL
2024-11-21,228.26902770996094,AAPL
2024-11-22,229.61753845214844,AAPL
2024-11-25,232.61424255371094,AAPL
2024-11-26,234.8018341064453,AAPL
2024-11-27,234.67198181152344,AAPL
2024-11-29,237.06935119628906,AAPL
2024-12-02,239.3268585205078,AAPL
2024-12-03,242.3834991455078,AAPL
2024-12-04,242.74310302734375,AAPL
2024-12-05,242.7730712890625,AAPL
2024-12-06,242.5732879638672,AAPL
2024-12-09,246.47900390625,AAPL
2024-12-10,247.4978790283203,AAPL
2024-12-11,246.2192840576172,AAPL
2024-12-12,247.68768310546875,AAPL
2024-12-13,247.85748291015625,AAPL
2024-12-16,250.7642822265625,AAPL
2024-12-17,253.20159912109375,AAPL
2024-12-18,247.77757263183594,AAPL
2024-12-19,249.51565551757812,AAPL
2024-12-20,254.21051025390625,AAPL
2024-12-23,254.98965454101562,AAPL
2024-12-24,257.91644287109375,AAPL
2024-12-26,258.7355041503906,AAPL
2024-12-27,255.30929565429688,AAPL
2024-12-30,251.9230194091797,AAPL
2024-08-01,327.9171447753906,AMGN
2024-08-02,326.4120788574219,AMGN
2024-08-05,317.841064453125,AMGN
2024-08-06,321.4864501953125,AMGN
2024-08-07,305.40966796875,AMGN
2024-08-08,317.3230895996094,AMGN
2024-08-09,315.1730041503906,AMGN
2024-08-12,312.739501953125,AMGN
2024-08-13,316.1112365722656,AMGN
2024-08-14,315.4075622558594,AMGN
2024-08-15,318.0072326660156,AMGN
2024-08-16,316.334228515625,AMGN
2024-08-19,322.760498046875,AMGN
2024-08-20,323.3312683105469,AMGN
2024-08-21,323.9217224121094,AMGN
2024-08-22,319.3751220703125,AMGN
2024-08-23,323.5772705078125,AMGN
2024-08-26,321.5893859863281,AMGN
2024-08-27,321.73699951171875,AMGN
2024-08-28,324.25634765625,AMGN
2024-08-29,325.7522277832031,AMGN
2024-08-30,328.52740478515625,AMGN
2024-09-03,325.2601623535156,AMGN
2024-09-04,325.3880920410156,AMGN
2024-09-05,319.2077941894531,AMGN
2024-09-06,315.4681701660156,AMGN
2024-09-09,320.7430725097656,AMGN
2024-09-10,323.7052307128906,AMGN
2024-09-11,324.7385559082031,AMGN
2024-09-12,324.8172912597656,AMGN
2024-09-13,327.1693115234375,AMGN
2024-09-16,329.9346923828125,AMGN
2024-09-17,327.51373291015625,AMGN
2024-09-18,327.6318664550781,AMGN
2024-09-19,330.6137390136719,AMGN
2024-09-20,332.0210266113281,AMGN
2024-09-23,330.27911376953125,AMGN
2024-09-24,325.66363525390625,AMGN
2024-09-25,307.8904724121094,AMGN
2024-09-26,314.0314025878906,AMGN
2024-09-27,317.544677734375,AMGN
2024-09-30,317.0919494628906,AMGN
2024-10-01,315.2320251464844,AMGN
2024-10-02,314.6513671875,AMGN
2024-10-03,312.4371337890625,AMGN
2024-10-04,314.5824890136719,AMGN
2024-10-07,312.4075927734375,AMGN
2024-10-08,312.6339111328125,AMGN
2024-10-09,317.2887878417969,AMGN
2024-10-10,315.9110412597656,AMGN
2024-10-11,323.13446044921875,AMGN
2024-10-14,319.46368408203125,AMGN
2024-10-15,319.9262390136719,AMGN
2024-10-16,316.52117919921875,AMGN
2024-10-17,316.2259521484375,AMGN
2024-10-18,316.55072021484375,AMGN
2024-10-21,311.7088317871094,AMGN
2024-10-22,314.5824890136719,AMGN
2024-10-23,309.8981018066406,AMGN
2024-10-24,310.675537109375,AMGN
2024-10-25,311.945068359375,AMGN
2024-10-28,312.1320495605469,AMGN
2024-10-29,310.9806213378906,AMGN
2024-10-30,310.5279235839844,AMGN
2024-10-31,315.07452392578125,AMGN
2024-11-01,314.14947509765625,AMGN
2024-11-04,311.87615966796875,AMGN
